Line number,Character (in script),Character (actual),Off screen,Voice-over,Place,Time,Line,Word count
443,Vincent,Vincent,FALSE,FALSE,int. Vincent's malibu (moving),night,"Lance, this is Vincent, I'm in big fuckin' trouble man, I'm on my way to your place.",17
444,Lance,Lance,FALSE,FALSE,int. Lance's house,night,"Whoa, hold you horses man, what's the problem?",8
445,Vincent,Vincent,FALSE,FALSE,int. Vincent's malibu (moving),night,You still got an adrenaline shot?,6
446,Lance,Lance,FALSE,FALSE,int. Lance's house,night,Maybe.,1
447,Vincent,Vincent,FALSE,FALSE,int. Vincent's malibu (moving),night,"I need it man, I got a chick she's fuckin' Doing on me.",13
448,Lance,Lance,FALSE,FALSE,int. Lance's house,night,"Don't bring her here! I'm not even fuckin' joking with you, don't you be bringing some fucked up pooh-butt to my house!",22
449,Vincent,Vincent,FALSE,FALSE,int. Vincent's malibu (moving),night,No choice.,2
450,Lance,Lance,FALSE,FALSE,int. Lance's house,night,She's ODin'?,2
451,Vincent,Vincent,FALSE,FALSE,int. Vincent's malibu (moving),night,Yeah. She's dyin'.,3
452,Lance,Lance,FALSE,FALSE,int. Lance's house,night,"Then bite the fuckin' bullet, take 'er to a hospital and call a lawyer!",14
453,Vincent,Vincent,FALSE,FALSE,int. Vincent's malibu (moving),night,Negative.,1
454,Lance,Lance,FALSE,FALSE,int. Lance's house,night,"She ain't my fuckin' problem, you fucked her up, you deal with it – are you talkin' to me on a cellular phone?",22
455,Vincent,Vincent,FALSE,FALSE,int. Vincent's malibu (moving),night,Sorry.,1
456,Lance,Lance,FALSE,FALSE,int. Lance's house,night,"I don't know you, who is this, don't come here, I'm hangin' up.",13
457,Vincent,Vincent,FALSE,FALSE,int. Vincent's malibu (moving),night,"Too late, I'm already here.",5
458,Jody,Jody,TRUE,FALSE,int. Lance's house,night,What the hell was that?,5
459,Lance,Lance,FALSE,FALSE,ext. Lance's house,night,Have you lost your mind?! You crashed your car in my fuckin' house! You talk about drug shit on a cellular fuckin' phone –,23
460,Vincent,Vincent,FALSE,FALSE,ext. Lance's house,night,"If you're through havin' your little hissy fit, this chick is dyin', get your needle and git it now!",19
461,Lance,Lance,FALSE,FALSE,ext. Lance's house,night,Are you deaf? You're not bringin' that fucked up bitch in my house!,13
462,Vincent,Vincent,FALSE,FALSE,ext. Lance's house,night,"This fucked up bitch is Marsellus Wallace's wife. Now if she fuckin' croaks on me, I'm a grease spot. But before he turns me into a bar soap, I'm gonna be forced to tell 'im about how you coulda saved her life, but instead you let her die on your front lawn.",52
463,Jody,Jody,FALSE,FALSE,living room,night,It's only one-thirty in the goddamn mornin'! What the fuck's goin' on out here?,14
464,Jody,Jody,FALSE,FALSE,living room,night,Who's she?,2
465,Lance,Lance,FALSE,FALSE,living room,night,Get that black box in the bedroom I have with the adrenaline shot.,13
466,Jody,Jody,FALSE,FALSE,living room,night,What's wrong with her?,4
467,Vincent,Vincent,FALSE,FALSE,living room,night,She's ODing on us.,4
468,Jody,Jody,FALSE,FALSE,living room,night,Well get her the hell outta here!,7
469,Lance,Lance,FALSE,FALSE,living room,night,Get the fuckin' shot!,4
470,Vincent,Vincent,FALSE,FALSE,living room,night,Get the fuckin' shot!,4
471,Jody,Jody,FALSE,FALSE,living room,night,Don't yell and me!,4
472,Vincent,Vincent,FALSE,FALSE,living room,night,You two are a match made in heaven.,8
473,Lance,Lance,FALSE,FALSE,living room,night,"Look, just keep talkin' to her, okay? While she's gettin' the shot, I gotta get a medical book.",18
474,Vincent,Vincent,FALSE,FALSE,living room,night,What do you need a medical book for?,8
475,Lance,Lance,FALSE,FALSE,living room,night,To tell me how to do it. I've never given an adrenaline shot before.,14
476,Vincent,Vincent,FALSE,FALSE,living room,night,You've had that thing for six years and you never used it?,12
477,Lance,Lance,FALSE,FALSE,living room,night,"I never had to use it. I don't go joypoppin' with bubble-gummers, all of my friends can handle their highs!",20
478,Vincent,Vincent,FALSE,FALSE,living room,night,Well then get it.,4
479,Lance,Lance,FALSE,FALSE,living room,night,"I am, if you'll let me.",6
480,Vincent,Vincent,FALSE,FALSE,living room,night,I'm not fuckin' stoppin' you.,5
481,Lance,Lance,FALSE,FALSE,living room,night,"Stop talkin' to me, and start talkin' to her.",9
482,Vincent,Vincent,TRUE,FALSE,int. spare room,night,Hurry up man! We're losin' her!,6
483,Lance,Lance,FALSE,FALSE,int. spare room,night,I'm looking as fast as I can!,7
484,Jody,Jody,TRUE,FALSE,int. spare room,night,What's he lookin' for?,4
485,Vincent,Vincent,TRUE,FALSE,int. spare room,night,"I dunno, some medical book.",5
486,Jody,Jody,TRUE,FALSE,int. spare room,night,What are you lookin' for?,5
487,Lance,Lance,FALSE,FALSE,int. spare room,night,My black medical book!,4
488,Jody,Jody,FALSE,FALSE,int. spare room,night,Whata're you looking for?,4
489,Lance,Lance,FALSE,FALSE,int. spare room,night,My black fuckin' medical book. It's like a text book they give to nurses.,14
490,Jody,Jody,FALSE,FALSE,int. spare room,night,I never saw a medical book.,6
491,Lance,Lance,FALSE,FALSE,int. spare room,night,"Trust me, I have one.",5
492,Jody,Jody,FALSE,FALSE,int. spare room,night,"Well if it's that important, why didn't you keep it with the shot?",13
493,Lance,Lance,FALSE,FALSE,int. spare room,night,I don't know! Stop bothering me!,6
494,Jody,Jody,FALSE,FALSE,int. spare room,night,"While you're lookin' for it, that girl's gonna die on our carpet. You're never gonna find it in all this shit. For six months now, I've been telling you to clean this room –",33
495,Vincent,Vincent,TRUE,FALSE,int. spare room,night,"– get your ass in here, fuck the book!",8
496,Vincent,Vincent,FALSE,FALSE,living room,night,Quit fuckin' around man and give her the shot!,9
497,Lance,Lance,FALSE,FALSE,living room,night,"While I'm doing this, take her shirt off and find her heart.",12
498,Vincent,Vincent,FALSE,FALSE,living room,night,Does it have to be exact?,6
499,Lance,Lance,FALSE,FALSE,living room,night,"Yeah, it has to be exact! I'm giving her an injection in the heart, so I gotta exactly hit her in the heart.",23
500,Vincent,Vincent,FALSE,FALSE,living room,night,"Well, I don't know exactly where her heart is, I think it's here.",13
501,Lance,Lance,FALSE,FALSE,living room,night,That's it.,2
502,Vincent,Vincent,FALSE,FALSE,living room,night,"I need a big fat magic marker, got one?",9
503,Jody,Jody,FALSE,FALSE,living room,night,What?,1
504,Vincent,Vincent,FALSE,FALSE,living room,night,"I need a big fat magic marker, any felt pen'll do, but a magic marker would be great.",18
505,Jody,Jody,FALSE,FALSE,living room,night,Hold on.,2
506,Lance,Lance,FALSE,FALSE,living room,night,"It's ready, I'll tell you what to do.",8
507,Vincent,Vincent,FALSE,FALSE,living room,night,You're gonna give her the shot.,6
508,Lance,Lance,FALSE,FALSE,living room,night,"No, you're gonna give her the shot.",7
509,Vincent,Vincent,FALSE,FALSE,living room,night,I've never does this before.,5
510,Lance,Lance,FALSE,FALSE,living room,night,"I've never done this before either, and I ain't starting now. You brought 'er here, that means you give her the shot. The day I bring an ODing bitch to your place, then I gotta give her the shot.",39
511,Jody,Jody,FALSE,FALSE,living room,night,Got it.,2
512,Vincent,Vincent,FALSE,FALSE,living room,night,"Okay, what do I do?",5
513,Lance,Lance,FALSE,FALSE,living room,night,"Well, you're giving her an injection of adrenaline straight to her heart. But she's got a breast plate in front of her heart, so you gotta pierce through that. So what you gotta do is bring the needle down in a stabbing motion.",43
514,Vincent,Vincent,FALSE,FALSE,living room,night,I gotta stab her?,4
515,Lance,Lance,FALSE,FALSE,living room,night,"If you want the needle to pierce through to her heart, you gotta stab her hard. Then once you do, push down on the plunger.",25
516,Vincent,Vincent,FALSE,FALSE,living room,night,What happens after that?,4
517,Lance,Lance,FALSE,FALSE,living room,night,I'm curious about that myself.,5
518,Vincent,Vincent,FALSE,FALSE,living room,night,This ain't a fuckin' joke man!,6
519,Lance,Lance,FALSE,FALSE,living room,night,She's supposed to come out of it like – – that.,9
520,Vincent,Vincent,FALSE,FALSE,living room,night,Count to three.,3
521,Lance,Lance,FALSE,FALSE,living room,night,One...,1
522,Lance,Lance,TRUE,FALSE,living room,night,...two...,1
523,Lance,Lance,TRUE,FALSE,living room,night,...three!,1
524,Lance,Lance,FALSE,FALSE,living room,night,"If you're okay, say something.",5
525,Mia,Mia,FALSE,FALSE,living room,night,Something.,1
526,Jody,Jody,FALSE,FALSE,living room,night,Anybody want a beer?,4
527,Vincent,Vincent,TRUE,FALSE,ext. front of Marsellus Wallace's house,night,Mia!,1
528,Vincent,Vincent,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,What are your thoughts on how to handle this?,9
529,Mia,Mia,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,What's yours?,2
530,Vincent,Vincent,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,Well I'm of the opinion that Marsellus can live his whole live and never ever hear of this incident.,19
531,Mia,Mia,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"Don't worry about it. If Marsellus ever heard of this, I'd be in as much trouble as you.",18
532,Vincent,Vincent,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,I seriously doubt that.,4
533,Mia,Mia,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"If you can keep a secret, so can I.",9
534,Vincent,Vincent,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,Let's shake on it.,4
535,Vincent,Vincent,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,Mum's the word.,3
536,Vincent,Vincent,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"If you'll excuse me, I gotta go home and have a heart attack.",13
537,Mia,Mia,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"You still wanna hear my ""FOX FORCE FIVE"" joke?",9
538,Vincent,Vincent,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"Sure, but I think I'm still a little too petrified to laugh.",12
539,Mia,Mia,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"Uh-huh. You won't laugh because it's not funny. But if you still wanna hear it, I'll tell it.",18
540,Vincent,Vincent,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,I can't wait.,3
541,Mia,Mia,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"Three tomatoes are walking down the street, a poppa tomato, a momma tomato, and a little baby tomato. The baby tomato is lagging behind the poppa and momma tomato. The poppa tomato gets mad, goes over to the momma tomato and stamps on him – – and says: catch up.",48
542,Mia,Mia,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"See ya 'round, Vince.",4
543,Woman's voice,Mother,TRUE,FALSE,ext. front of Marsellus Wallace's house,night,Butch.,1
544,Mother,Mother,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"Butch, stop watching TV a second. We got a special visitor. Now do you remember when I told you your daddy dies in a P.O.W. camp?",26
545,Butch,Butch,TRUE,FALSE,ext. front of Marsellus Wallace's house,night,Uh-huh.,1
546,Mother,Mother,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,Well this here is Capt. Koons. He was in the P.O.W. camp with Daddy.,14
547,Capt. Koons,Capt. Koons,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"Hello, little man. Boy I sure heard a bunch about you. See, I was a good friend of your Daddy's. We were in that Hanoi pit of hell over five years together. Hopefully, you'll never have to experience this yourself, but when two men are in a situation like me and your Daddy were, for as long as we were, you take on certain responsibilities of the other. If it had been me who had not made it, Major Coolidge would be talkin' right now to my son Jim. But the way it worked out is I'm talkin' to you, Butch. I got somethin' for ya.",106
548,Capt. Koons,Capt. Koons,FALSE,FALSE,ext. front of Marsellus Wallace's house,night,"This watch I got here was first purchased by your great-granddaddy. It was bought during the First World War in a little general store in Knoxville, Tennessee. It was bought by private Doughboy Ernie Coolidge the day he set sail for Paris. It was your great-granddaddy's war watch, made by the first company to ever make wrist watches. You see, up until then, people just carried pocket watches. Your great-granddaddy wore that watch every day he was in the war. Then when he had done his duty, he went home to your great- grandmother, took the watch off his wrist and put it in an ol' coffee can. And in that can it stayed 'til your grandfather Dane Coolidge was called upon by his country to go overseas and fight the Germans once again. This time they called it World War Two. Your great-granddaddy gave it to your granddad for good luck. Unfortunately, Dane's luck wasn't as good as his old man's. Your granddad was a Marine and he was killed with all the other Marines at the battle of Wake Island. Your granddad was facing death and he knew it. None of those boys had any illusions about ever leavin' that island alive. So three days before the Japanese took the island, your 22-year old grandfather asked a gunner on an Air Force transport named Winocki, a man he had never met before in his life, to deliver to his infant son, who he had never seen in the flesh, his gold watch. Three days later, your grandfather was dead. But Winocki kept his word. After the war was over, he paid a visit to your grandmother, delivering to your infant father, his Dad's gold watch. This watch. This watch was on your Daddy's wrist when he was shot down over Hanoi. He was captured and put in a Vietnamese prison camp. Now he knew if the gooks ever saw the watch it'd be confiscated. The way your Daddy looked at it, that watch was your birthright. And he'd be damned if and slopeheads were gonna put their greasy yella hands on his boy's birthright. So he hid it in the one place he knew he could hide somethin'. His ass. Five long years, he wore this watch up his ass. Then when he died of dysentery, he gave me the watch. I hid with uncomfortable hunk of metal up my ass for two years. Then, after seven years, I was sent home to my family. And now, little man, I give the watch to you.",427
549,Klondike,Klondike,FALSE,FALSE,int. locker room,night,"It's time, Butch.",3
550,Butch,Butch,FALSE,FALSE,int. locker room,night,I'm ready.,2
551,Sportscaster #1,Sportscaster #1,TRUE,FALSE,int. locker room,night,"– Well Dan, that had to be the bloodiest and, hands-down, the most brutal fight this city has ever seen.",19
552,Sportscaster #1,Sportscaster #1,TRUE,FALSE,ext. alley (raining),night,...Coolidge was out of there faster than I've ever seen a victorious boxer vacate the ring. Do you think he knew Willis was dead?,24
553,Sportscaster #2,Sportscaster #2,TRUE,FALSE,ext. alley (raining),night,"My guess would be yes, Richard. I could see from my position here, the frenzy in his eyes give way to the realization of what he was doing. I think any man would've left the ring that fast.",38
554,Sportscaster #1,Sportscaster #1,TRUE,FALSE,int. taxi (parked / raining),night,Do you feel this ring death tragedy will have an effect on the world of boxing?,16
555,Sportscaster #2,Sportscaster #2,TRUE,FALSE,int. taxi (parked / raining),night,"Oh Dan, a tragedy like this can't help but shake the world of boxing to its very foundation. But it's of paramount importance that during the sad weeks ahead, the eyes of the W.B.A. remain firmly fixed on the –",39
556,Esmarelda,Esmarelda,FALSE,FALSE,int. taxi (parked / raining),night,Are you the man I was supposed to pick up?,10
557,Butch,Butch,FALSE,FALSE,int. taxi (parked / raining),night,"If you're the cab I called, I'm the guy you're supposed to pick up.",14
558,Esmarelda,Esmarelda,FALSE,FALSE,int. taxi (parked / raining),night,Where to?,2
559,Butch,Butch,FALSE,FALSE,int. taxi (parked / raining),night,Outta here.,2
560,Vincent,Vincent,FALSE,FALSE,int. Willis locker room (auditorium),night,Mia. How you doin'?,4
561,Mia,Mia,FALSE,FALSE,int. Willis locker room (auditorium),night,Great. I never thanked you for the dinner.,8
562,Marsellus,Marsellus,TRUE,FALSE,int. Willis locker room (auditorium),night,What'cha got?,2
563,English Dave,English Dave,FALSE,FALSE,int. Willis locker room (auditorium),night,He booked.,2
564,Marsellus,Marsellus,TRUE,FALSE,int. Willis locker room (auditorium),night,"I'm prepared to scour the earth for this motherfucker. If Butch goes to Indo China, I want a nigger hidin' in a bowl of rice, ready to pop a cap in his ass.",33
565,English Dave,English Dave,FALSE,FALSE,int. Willis locker room (auditorium),night,I'll take care of it.,5
566,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,"Hey, how do I open the window back here?",9
567,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,I have to do it.,5
568,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,"Hey, mister?",2
569,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,What?,1
570,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,You were in that fight? The fight on the radio – you're the fighter?,13
571,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,Whatever gave you that idea?,5
572,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,"No c'mon, you're him, I know you're him, tell me you're him.",12
573,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,I'm him.,2
574,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,You killed the other boxing man.,6
575,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,He's dead?,2
576,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,The radio said he was dead.,6
577,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,"Sorry 'bout that, Floyd.",4
578,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,What does it feel like?,5
579,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,What does what feel like?,5
580,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,Killing a man. Beating another man to death with your bare hands.,12
581,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,Are you some kinda weirdo?,5
582,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,"No, it's a subject I have much interest in. You are the first person I ever met who has killed somebody. So, what was it like to kill a man?",30
583,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,"Tell ya what, you give me one of them cigarettes, I'll give you an answer.",15
584,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,Deal!,1
585,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,So...,1
586,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,...Esmarelda Villalobos – is that Mexican?,5
587,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,"The name is Spanish, but I'm Columbian.",7
588,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,It's a very pretty name.,5
589,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,"It mean ""Esmarelda of the wolves.""",6
590,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,"That's one hell of a name you got there, sister.",10
591,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,Thank you. And what is your name?,7
592,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,Butch.,1
593,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,Butch. What does it mean?,5
594,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,"I'm an American, our names don't mean shit. Anyway, moving right along, what is it you wanna know, Esmarelda?",19
595,Esmarelda,Esmarelda,FALSE,FALSE,int. cab (moving / raining),night,I want to know what it feels like to kill a man –,12
596,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,"– I couldn't tell ya. I didn't know he was dead 'til you told me he was dead. Now I know he's dead, do you wanna know how I feel about it?",31
597,Butch,Butch,FALSE,FALSE,int. cab (moving / raining),night,I don't feel the least little bit bad.,8
598,Butch,Butch,FALSE,FALSE,ext. phone booth (raining),night,"What'd I tell ya, soon as the word got out a fix was in, the odds would be outta control. Hey, if he was a better fighter he's be alive. If he never laced up his gloves in the first place, which he never shoulda done, he'd be alive. Enough about the poor unfortunate Mr. Floyd, let's talk about the rich and prosperous Mr. Butch. How many bookies you spread it around with? Eight? How long to collect? So by tomorrow evening, you'll have it all? Good news Scotty, real good news – I understand a few stragglers aside. Me an' Fabienne're gonna leave in the morning. It should take us a couple days to get into Knoxville. Next time we see each other, it'll be on Tennessee time.",128
599,Butch,Butch,FALSE,FALSE,ext. phone booth (raining),night,"Fabienne my love, our adventure begins.",6
600,Esmarelda,Esmarelda,FALSE,FALSE,ext. motel (stopped / raining),night,Forty-five sixty.,2
601,Butch,Butch,FALSE,FALSE,ext. motel (stopped / raining),night,Merci beaucoup. And here's a little something for the effort.,10
602,Butch,Butch,FALSE,FALSE,ext. motel (stopped / raining),night,"Now if anybody should ask you about who your fare was tonight, what're you gonna tell 'em?",17
603,Esmarelda,Esmarelda,FALSE,FALSE,ext. motel (stopped / raining),night,"The truth. Three well-dressed, slightly toasted, Mexicans.",7
604,Butch,Butch,FALSE,FALSE,ext. motel (stopped / raining),night,"Bon soir, Esmarelda.",3
605,Esmarelda,Esmarelda,FALSE,FALSE,ext. motel (stopped / raining),night,"Sleep well, Butch.",3
606,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Keep the light off.,4
607,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"Is that better, sugar pop?",5
608,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Oui. Hard day at the office?,6
609,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Pretty hard. I got into a fight.,7
610,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Poor baby. Can we make spoons?,6
611,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,I was looking at myself in the mirror.,8
612,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Uh-huh?,1
613,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,I wish I had a pot.,6
614,Butch,Butch,FALSE,FALSE,int. motel (room six),night,You were lookin' in the mirror and you wish you had some pot?,13
615,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,A pot. A pot belly. Pot bellies are sexy.,9
616,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"Well you should be happy, 'cause you do.",8
617,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"Shut up, Fatso! I don't have a pot! I have a bit of a tummy, like Madonna when she did ""Lucky Star,"" it's not the same thing.",27
618,Butch,Butch,FALSE,FALSE,int. motel (room six),night,I didn't realize there was a difference between a tummy and a pot belly.,14
619,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,The difference is huge.,4
620,Butch,Butch,FALSE,FALSE,int. motel (room six),night,You want me to have a pot?,7
621,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"No. Pot bellies make a man look either oafish, or like a gorilla. But on a woman, a pot belly is very sexy. The rest of you is normal. Normal face, normal legs, normal hips, normal ass, but with a big, perfectly round pot belly. If I had one, I'd wear a tee-shirt two sizes too small to accentuate it.",60
622,Butch,Butch,FALSE,FALSE,int. motel (room six),night,You think guys would find that attractive?,7
623,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,I don't give a damn what men find attractive. It's unfortunate what we find pleasing to the touch and pleasing to the eye is seldom the same.,27
624,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"If you a pot belly, I'd punch you in it.",10
625,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,You'd punch me in my belly?,6
626,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Right in the belly.,4
627,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,I'd smother you. I'd drop it on your right on your face 'til you couldn't breathe.,16
628,Butch,Butch,FALSE,FALSE,int. motel (room six),night,You'd do that to me?,5
629,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Yes!,1
630,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"Did you get everything, sugar pop?",6
631,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"Yes, I did.",3
632,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Good job.,2
633,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Did everything go as planned?,5
634,Butch,Butch,FALSE,FALSE,int. motel (room six),night,You didn't listen to the radio?,6
635,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,I never listen to your fights. Were you the winner?,10
636,Butch,Butch,FALSE,FALSE,int. motel (room six),night,I won alright.,3
637,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Are you still retiring?,4
638,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Sure am.,2
639,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,What about the man you fought?,6
640,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Floyd retired too.,3
641,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Really?! He won't be fighting no more?!,7
642,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Not no more.,3
643,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,So it all worked out in the finish?,8
644,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"We ain't at the finish, baby.",6
645,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"We're in a lot of danger, aren't we?",8
646,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"If they find us, they'll kill us, won't they?",9
647,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"But they won't find us, will they?",7
648,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Do you still want me to go with you?,9
649,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,I don't want to be a burden or a nuisance -,10
650,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Say it!,2
651,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"Fabienne, I want you to be with me.",8
652,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Forever?,1
653,Butch,Butch,FALSE,FALSE,int. motel (room six),night,...and ever.,2
654,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Do you love me?,4
655,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Oui.,1
656,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Butch? Will you give me oral pleasure?,7
657,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Will you kiss it?,4
658,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,But you first.,3
659,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"Butch my love, the adventure begins.",6
660,Butch,Butch,FALSE,FALSE,int. motel (room six),night,I think I cracked a rib.,6
661,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Giving me oral pleasure?,4
662,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"No retard, from the fight.",5
663,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Don't call me retard.,4
664,Butch,Butch,FALSE,FALSE,int. motel (room six),night,My name is Fabby! My name is Fabby!,8
665,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Shut up fuck head! I hate that Mongoloid voice.,9
666,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"Okay, sorry, sorry, sorry, I take it back! Can I have a towel please, Miss Beautiful Tulip.",17
667,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"Oh I like that, I like being called a tulip. Tulip is much better than Mongoloid.",16
668,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"I didn't call you a Mongoloid, I called you a retard, but I took it back.",16
669,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Merci beaucoup.,2
670,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Butch?,1
671,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"Yes, lemon pie.",3
672,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Where are we going to go?,6
673,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"I'm not sure yet. Wherever you want. We're gonna get a lot of money from this. But it ain't gonna be so much, we can live like hogs in the fat house forever. I was thinking we could go somewhere in the South Pacific. The kinda money we'll have'll carry us a long way down there.",56
674,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,"So if we wanted, we could live in Bora Bora?",10
675,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"You betcha. And if after awhile you don't dig Bora Bora, then we can move over to Tahiti or Mexico.",20
676,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,But I do not speak Spanish.,6
677,Butch,Butch,FALSE,FALSE,int. motel (room six),night,"You don't speak Bora Boran either. Besides, Mexican is easy: Donde esta el zapataria?",14
678,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,What does that mean?,4
679,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Where's the shoe store?,4
680,Fabienne,Fabienne,FALSE,FALSE,int. motel (room six),night,Donde esta el zapataria?,4
681,Butch,Butch,FALSE,FALSE,int. motel (room six),night,Excellent pronunciation. You'll be my little mama ceta in no time.,11
